Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
8,IP,Confirmed COVID-19 with LRI,Sex,Female,123,05/04/2022,05/10/2022,0.8,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,124,05/11/2022,05/17/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,125,05/18/2022,05/24/2022,0.7,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,126,05/25/2022,05/31/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,127,06/01/2022,06/07/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,128,06/08/2022,06/14/2022,0.6,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,129,06/15/2022,06/21/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,130,06/22/2022,06/28/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,131,06/29/2022,07/05/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,132,07/06/2022,07/12/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,133,07/13/2022,07/19/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,134,07/20/2022,07/26/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,135,07/27/2022,08/02/2022,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,136,08/03/2022,08/09/2022,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,137,08/10/2022,08/16/2022,0.5,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,138,08/17/2022,08/23/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,139,08/24/2022,08/30/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,140,08/31/2022,09/06/2022,0.5,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,141,09/07/2022,09/13/2022,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,142,09/14/2022,09/20/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,143,09/21/2022,09/27/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,144,09/28/2022,10/04/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,145,10/05/2022,10/11/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,146,10/12/2022,10/18/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,147,10/19/2022,10/25/2022,0.6,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,148,10/26/2022,11/01/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,149,11/02/2022,11/08/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,150,11/09/2022,11/15/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,151,11/16/2022,11/22/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,152,11/23/2022,11/29/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,153,11/30/2022,12/06/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,154,12/07/2022,12/13/2022,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,155,12/14/2022,12/20/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,156,12/21/2022,12/27/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,157,12/28/2022,01/03/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,158,01/04/2023,01/10/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,159,01/11/2023,01/17/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,160,01/18/2023,01/24/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,161,01/25/2023,01/31/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,162,02/01/2023,02/07/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,163,02/08/2023,02/14/2023,0.7,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,164,02/15/2023,02/21/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,165,02/22/2023,02/28/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,166,03/01/2023,03/07/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,167,03/08/2023,03/14/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,168,03/15/2023,03/21/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,169,03/22/2023,03/28/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,170,03/29/2023,04/04/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,171,04/05/2023,04/11/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,172,04/12/2023,04/18/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,173,04/19/2023,04/25/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,174,04/26/2023,05/02/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,175,05/03/2023,05/09/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,176,05/10/2023,05/16/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,177,05/17/2023,05/23/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,178,05/24/2023,05/30/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,179,05/31/2023,06/06/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,180,06/07/2023,06/13/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,181,06/14/2023,06/20/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,182,06/21/2023,06/27/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,183,06/28/2023,07/04/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,184,07/05/2023,07/11/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,185,07/12/2023,07/18/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,186,07/19/2023,07/25/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,187,07/26/2023,08/01/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,188,08/02/2023,08/08/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,189,08/09/2023,08/15/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,190,08/16/2023,08/22/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,191,08/23/2023,08/29/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,192,08/30/2023,09/05/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,193,09/06/2023,09/12/2023,0.7,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,194,09/13/2023,09/19/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,195,09/20/2023,09/26/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,196,09/27/2023,10/03/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,197,10/04/2023,10/10/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,198,10/11/2023,10/17/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,199,10/18/2023,10/24/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,200,10/25/2023,10/31/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,201,11/01/2023,11/07/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,202,11/08/2023,11/14/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,203,11/15/2023,11/21/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,204,11/22/2023,11/28/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,205,11/29/2023,12/05/2023,0.7,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,206,12/06/2023,12/12/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,207,12/13/2023,12/19/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Female,208,12/20/2023,12/26/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,12,03/18/2020,03/24/2020,2.1,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,13,03/25/2020,03/31/2020,2.8,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,14,04/01/2020,04/07/2020,3.1,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,15,04/08/2020,04/14/2020,2.7,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,16,04/15/2020,04/21/2020,3.1,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,17,04/22/2020,04/28/2020,3.9,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,18,04/29/2020,05/05/2020,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,19,05/06/2020,05/12/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,20,05/13/2020,05/19/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,21,05/20/2020,05/26/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,22,05/27/2020,06/02/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,23,06/03/2020,06/09/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,24,06/10/2020,06/16/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,25,06/17/2020,06/23/2020,0.7,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,26,06/24/2020,06/30/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,27,07/01/2020,07/07/2020,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,28,07/08/2020,07/14/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,29,07/15/2020,07/21/2020,0.4,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,30,07/22/2020,07/28/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,31,07/29/2020,08/04/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,32,08/05/2020,08/11/2020,0.5,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,33,08/12/2020,08/18/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,34,08/19/2020,08/25/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,35,08/26/2020,09/01/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,36,09/02/2020,09/08/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,37,09/09/2020,09/15/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,38,09/16/2020,09/22/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,39,09/23/2020,09/29/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,40,09/30/2020,10/06/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,41,10/07/2020,10/13/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,42,10/14/2020,10/20/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,43,10/21/2020,10/27/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,44,10/28/2020,11/03/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,45,11/04/2020,11/10/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,46,11/11/2020,11/17/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,47,11/18/2020,11/24/2020,0.2,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,48,11/25/2020,12/01/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,49,12/02/2020,12/08/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,50,12/09/2020,12/15/2020,0.1,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,51,12/16/2020,12/22/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,52,12/23/2020,12/29/2020,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,53,12/30/2020,01/05/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,54,01/06/2021,01/12/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,55,01/13/2021,01/19/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,56,01/20/2021,01/26/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,57,01/27/2021,02/02/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,58,02/03/2021,02/09/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,59,02/10/2021,02/16/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,60,02/17/2021,02/23/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,61,02/24/2021,03/02/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,62,03/03/2021,03/09/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,63,03/10/2021,03/16/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,64,03/17/2021,03/23/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,65,03/24/2021,03/30/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,66,03/31/2021,04/06/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,67,04/07/2021,04/13/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,68,04/14/2021,04/20/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,69,04/21/2021,04/27/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,70,04/28/2021,05/04/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,71,05/05/2021,05/11/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,72,05/12/2021,05/18/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,73,05/19/2021,05/25/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,74,05/26/2021,06/01/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,75,06/02/2021,06/08/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,76,06/09/2021,06/15/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,77,06/16/2021,06/22/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,78,06/23/2021,06/29/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,79,06/30/2021,07/06/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,80,07/07/2021,07/13/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,81,07/14/2021,07/20/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,82,07/21/2021,07/27/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,83,07/28/2021,08/03/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,84,08/04/2021,08/10/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,85,08/11/2021,08/17/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,86,08/18/2021,08/24/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,87,08/25/2021,08/31/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,88,09/01/2021,09/07/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,89,09/08/2021,09/14/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,90,09/15/2021,09/21/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,91,09/22/2021,09/28/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,92,09/29/2021,10/05/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,93,10/06/2021,10/12/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,94,10/13/2021,10/19/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,95,10/20/2021,10/26/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,96,10/27/2021,11/02/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,97,11/03/2021,11/09/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,98,11/10/2021,11/16/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,99,11/17/2021,11/23/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,100,11/24/2021,11/30/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,101,12/01/2021,12/07/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,102,12/08/2021,12/14/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,103,12/15/2021,12/21/2021,0.2,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,104,12/22/2021,12/28/2021,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,105,12/29/2021,01/04/2022,0.1,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,106,01/05/2022,01/11/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,107,01/12/2022,01/18/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,108,01/19/2022,01/25/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,109,01/26/2022,02/01/2022,0.3,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,110,02/02/2022,02/08/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,111,02/09/2022,02/15/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,112,02/16/2022,02/22/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,113,02/23/2022,03/01/2022,0.8,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,114,03/02/2022,03/08/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,115,03/09/2022,03/15/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,116,03/16/2022,03/22/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,117,03/23/2022,03/29/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,118,03/30/2022,04/05/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,119,04/06/2022,04/12/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,120,04/13/2022,04/19/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,121,04/20/2022,04/26/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,122,04/27/2022,05/03/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,123,05/04/2022,05/10/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,124,05/11/2022,05/17/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,125,05/18/2022,05/24/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,126,05/25/2022,05/31/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,127,06/01/2022,06/07/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,128,06/08/2022,06/14/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,129,06/15/2022,06/21/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,130,06/22/2022,06/28/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,131,06/29/2022,07/05/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,132,07/06/2022,07/12/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,133,07/13/2022,07/19/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,134,07/20/2022,07/26/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,135,07/27/2022,08/02/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,136,08/03/2022,08/09/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,137,08/10/2022,08/16/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,138,08/17/2022,08/23/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,139,08/24/2022,08/30/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,140,08/31/2022,09/06/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,141,09/07/2022,09/13/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,142,09/14/2022,09/20/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,143,09/21/2022,09/27/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,144,09/28/2022,10/04/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,145,10/05/2022,10/11/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,146,10/12/2022,10/18/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,147,10/19/2022,10/25/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,148,10/26/2022,11/01/2022,0.6,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,149,11/02/2022,11/08/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,150,11/09/2022,11/15/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,151,11/16/2022,11/22/2022,1.1,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,152,11/23/2022,11/29/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,153,11/30/2022,12/06/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,154,12/07/2022,12/13/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,155,12/14/2022,12/20/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,156,12/21/2022,12/27/2022,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,157,12/28/2022,01/03/2023,0.3,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,158,01/04/2023,01/10/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,159,01/11/2023,01/17/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,160,01/18/2023,01/24/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,161,01/25/2023,01/31/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,162,02/01/2023,02/07/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,163,02/08/2023,02/14/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,164,02/15/2023,02/21/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,165,02/22/2023,02/28/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,166,03/01/2023,03/07/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,167,03/08/2023,03/14/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,168,03/15/2023,03/21/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,169,03/22/2023,03/28/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,170,03/29/2023,04/04/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,171,04/05/2023,04/11/2023,1.3,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,172,04/12/2023,04/18/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,173,04/19/2023,04/25/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,174,04/26/2023,05/02/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,175,05/03/2023,05/09/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,176,05/10/2023,05/16/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,177,05/17/2023,05/23/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,178,05/24/2023,05/30/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,179,05/31/2023,06/06/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,180,06/07/2023,06/13/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,181,06/14/2023,06/20/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,182,06/21/2023,06/27/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,183,06/28/2023,07/04/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,184,07/05/2023,07/11/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,185,07/12/2023,07/18/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,186,07/19/2023,07/25/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,187,07/26/2023,08/01/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,188,08/02/2023,08/08/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,189,08/09/2023,08/15/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,190,08/16/2023,08/22/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,191,08/23/2023,08/29/2023,0.0,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,192,08/30/2023,09/05/2023,0.8,Percent
8,IP,Confirmed COVID-19 with LRI,Sex,Male,193,09/06/2023,09/12/2023,0.0,Percent
